comment_phrase,comment_sentiment,clean_text,encoded_label
විළිබිය නැත්තන් ගැන පසුතැවෙන්න අවශ්‍ය නැත,NEUTRAL,විළිබිය නැත්තන් ගැන පසුතැවෙන්න අවශ්ය නැත,1
ඉන්දියාවේ නම් මේක තියෙන්නේ අවුරුද්දටම එකපාරයි,NEUTRAL,ඉන්දියාවේ නම් මේක තියෙන්නේ අවුරුද්දටම එකපාරයි,1
ළමයින් සමඟ හොඳ සම්බන්ධතාවයක් දෙමාපියෝ තියාගන්නවා නම් ළමයි වැරදි වැඩවලට පෙළඹෙනවා අඩුයි.,POSITIVE,ළමයින් සමඟ හොඳ සම්බන්ධතාවයක් දෙමාපියෝ තියාගන්නවා නම් ළමයි වැරදි වැඩවලට පෙළඹෙනවා අඩුයි,2
අනේ මෙහෙමත් විකාර!,NEGATIVE,අනේ මෙහෙමත් විකාර,0
මේ සෙල්ලන් නිසා සංස්කෘතිය විනාශ වෙනවා.,NEGATIVE,මේ සෙල්ලන් නිසා සංස්කෘතිය විනාශ වෙනවා,0
මේ ගැන කතා කරලා වැඩක් නෑ.,NEGATIVE,මේ ගැන කතා කරලා වැඩක් නෑ,0
යහපාලනයට මේවාත් බලන්න ඕනෑ .......,NEUTRAL,යහපාලනයට මේවාත් බලන්න ඕනෑ,1
ලෝකේ එක එක තැන යන අය එක එක ඒවා අරන් එනවා .,NEUTRAL,ලෝකේ එක එක තැන යන අය එක එක ඒවා අරන් එනවා,1
ඇතැම් චැනල්වල ඉන්දියන් මෙගා පෙන්නපු එකේ ආදීනව තමයි මේ.,NEGATIVE,ඇතැම් චැනල්වල ඉන්දියන් මෙගා පෙන්නපු එකේ ආදීනව තමයි මේ,0
ඉන්දියාවේ ෆිල්ම් වල තියෙන ඕනෑම ජරාවක් අපේ නංගිලා මල්ලිලා කොපි කරනවා අනවබෝදයෙන්.,NEGATIVE,ඉන්දියාවේ ෆිල්ම් වල තියෙන ඕනෑම ජරාවක් අපේ නංගිලා මල්ලිලා කොපි කරනවා අනවබෝදයෙන්,0
ඇත්තටම ලංකාවට ගැල පෙන්නේ නෑ,NEGATIVE,ඇත්තටම ලංකාවට ගැල පෙන්නේ නෑ,0
"ඕක ඉතින් පුදුම වෙන්න දෙයක් ද? අපේ රටේ මිනිස්සු, විශේෂයෙන් තරුණ පරපුර, ලෝකේ ඕනෑම රටකින් එන කුණු බාල්දි දේවත්වයෙන් ඔලුව උඩ තියාගෙන පිස්සු නටන අය වුනේ අද ඊයේ නෙමෙයි. මේකත් අපේ ""ලොකු අයියාගෙන්"" ලැබුන දායාදයක් නේ!",NEGATIVE,ඕක ඉතින් පුදුම වෙන්න දෙයක් ද අපේ රටේ මිනිස්සු විශේෂයෙන් තරුණ පරපුර ලෝකේ ඕනෑම රටකින් එන කුණු බාල්දි දේවත්වයෙන් ඔලුව උඩ තියාගෙන පිස්සු නටන අය වුනේ අද ඊයේ නෙමෙයි මේකත් අපේ ලොකු අයියාගෙන් ලැබුන දායාදයක් නේ,0
"මේ වගේ එළිමහන් ""සන්ධර්ශන"" පවත්වන්න වෙන රටවල නම් පොලිස් අවසර ගන්න ඕන නේද?",NEUTRAL,මේ වගේ එළිමහන් සන්ධර්ශන පවත්වන්න වෙන රටවල නම් පොලිස් අවසර ගන්න ඕන නේද,1
ශීලාචාර සමාජයක අශීලාචාර දේ කිරීමට‍ රටට එන අශීලාචාරයන්ට එළව එළවා පහරදීමට එක්වෙමු.,NEUTRAL,ශීලාචාර සමාජයක අශීලාචාර දේ කිරීමට රටට එන අශීලාචාරයන්ට එළව එළවා පහරදීමට එක්වෙමු,1
රාජපක්ෂ පාලනයේ අතුරු ඵල නෙවෙයි ද මේ?,NEUTRAL,රාජපක්ෂ පාලනයේ අතුරු ඵල නෙවෙයි ද මේ,1
අන්තවාදී වෙන්නේ නැතුව යථාර්තවාදී වුනානම් කාට කාටත් සමාජයටත් හොඳයි,POSITIVE,අන්තවාදී වෙන්නේ නැතුව යථාර්තවාදී වුනානම් කාට කාටත් සමාජයටත් හොඳයි,2
අනිවාර්යයෙන්ම නතර කරන්න ඕනෑ,NEGATIVE,අනිවාර්යයෙන්ම නතර කරන්න ඕනෑ,0
මේක අන්ධානුකරණයක්. සමහරවිට මේක ඉන්දියාවෙ සංස්කෘතික අංගයක් වෙන්නෑති,NEGATIVE,මේක අන්ධානුකරණයක් සමහරවිට මේක ඉන්දියාවෙ සංස්කෘතික අංගයක් වෙන්නෑති,0
අපිත් යමුද මිරිස් කුඩු ටිකක් අරන් හෝලි සැණකෙළියට?,NEUTRAL,අපිත් යමුද මිරිස් කුඩු ටිකක් අරන් හෝලි සැණකෙළියට,1
මේ පුවත් කියවන බලදාරින්ගෙන් ඉල්ලා සිටිනවා මෙවන් දේ සංවිදානය කරන මිනිසුන්ට දැඩි ක්‍රියාමාර්ග ගන්නා ලෙස. මෙවන් විකාර අපේ සමාජයෙන් තුරන් කරන්න ක්‍රියාමාර්ග ගන්න.,NEGATIVE,මේ පුවත් කියවන බලදාරින්ගෙන් ඉල්ලා සිටිනවා මෙවන් දේ සංවිදානය කරන මිනිසුන්ට දැඩි ක්රියාමාර්ග ගන්නා ලෙස මෙවන් විකාර අපේ සමාජයෙන් තුරන් කරන්න ක්රියාමාර්ග ගන්න,0
මේ ඔක්කොම අහුලාගන්නේ රූපවාහිනියෙන්. මෝඩ කොල්ලෝ කෙල්ලන්ට තමා මේවා හරියන්නේ.,NEGATIVE,මේ ඔක්කොම අහුලාගන්නේ රූපවාහිනියෙන් මෝඩ කොල්ලෝ කෙල්ලන්ට තමා මේවා හරියන්නේ,0
මේක සංස්කෘතිය වළදාන වෙළඳාමක් වෙලා,NEGATIVE,මේක සංස්කෘතිය වළදාන වෙළඳාමක් වෙලා,0
අපිටම කියා තිබෙන ඔය මහා ලොකු සංස්කෘතිය මොකක්ද? සමහරු බොරු බයිලා කිවුවට ආශාව හිත ඇතුළේ. ඊර්ෂ්‍යා කරන්න එපා.,NEGATIVE,අපිටම කියා තිබෙන ඔය මහා ලොකු සංස්කෘතිය මොකක්ද සමහරු බොරු බයිලා කිවුවට ආශාව හිත ඇතුළේ ඊර්ෂ්යා කරන්න එපා,0
"මේ වගේ දේවල් 'මාර' වැඩ හැටියට බාර ගන්න තරම් අපේ තරුණ පරපුරේ බොහෝ දෙනෙක් මෝඩයි , බොළඳයි. ඒ තත්වයට අපේ රටේ අධ්‍යාපන ක්‍රමය වග කිව යුතුයි.",NEGATIVE,මේ වගේ දේවල් මාර වැඩ හැටියට බාර ගන්න තරම් අපේ තරුණ පරපුරේ බොහෝ දෙනෙක් මෝඩයි බොළඳයි ඒ තත්වයට අපේ රටේ අධ්යාපන ක්රමය වග කිව යුතුයි,0
ඉන්දියාවෙන් අපිට ගන්න පුලුවන් දෙය උතුම් වු බුදු දහම පමණයි.ඒ වගේම අපේ දෙමාපියන් ළමයින් පිළිබඳ තව උනන්දු වියයුතුයි.,POSITIVE,ඉන්දියාවෙන් අපිට ගන්න පුලුවන් දෙය උතුම් වු බුදු දහම පමණයිඒ වගේම අපේ දෙමාපියන් ළමයින් පිළිබඳ තව උනන්දු වියයුතුයි,2
ලංකාවේ සංස්කෘතියට යමක් අදාල දැයි තීරණය කරන්නේ කවු ද? ඒ තැනැත්තා යමක් ලංකාවේ සංස්කෘතියට අදාල නැතැයි තීරණය කළහොත් අනෙක් අය එය කිරීම වරදක් ද?,NEUTRAL,ලංකාවේ සංස්කෘතියට යමක් අදාල දැයි තීරණය කරන්නේ කවු ද ඒ තැනැත්තා යමක් ලංකාවේ සංස්කෘතියට අදාල නැතැයි තීරණය කළහොත් අනෙක් අය එය කිරීම වරදක් ද,1
හෝලි ඉන්දියාවේ පුරාතන වසන්ත සැණකෙළියක්. මහා කවි කාලිදාසයන්ගේ සිව්වෙනි සියවසේ රචනා වලද ශ්‍රී හර්ශයන්ගේ රත්නාවලි නාටකයේද සඳහන්ය. බාල මහලු කවුරුත් අදත් එක නියමිත දිනක අහින්සක විනෝදයක් ලබන උත්සවයක්. නමුත් ජීවිතයේ දුක්ඛ පක්ෂයම අවධාරණය කෙරෙන සංස්කෘතියකට නම් එය හරි නොයන බව පිලිගතයුතුය.,NEUTRAL,හෝලි ඉන්දියාවේ පුරාතන වසන්ත සැණකෙළියක් මහා කවි කාලිදාසයන්ගේ සිව්වෙනි සියවසේ රචනා වලද ශ්රී හර්ශයන්ගේ රත්නාවලි නාටකයේද සඳහන්ය බාල මහලු කවුරුත් අදත් එක නියමිත දිනක අහින්සක විනෝදයක් ලබන උත්සවයක් නමුත් ජීවිතයේ දුක්ඛ පක්ෂයම අවධාරණය කෙරෙන සංස්කෘතියකට නම් එය හරි නොයන බව පිලිගතයුතුය,1
දම්මිකගේ අදහස හරි. නමුත් හැමදෙයකම සීමාවක් සහිතව.,POSITIVE,දම්මිකගේ අදහස හරි නමුත් හැමදෙයකම සීමාවක් සහිතව,2
කොහොම වුණත් ජනතාව සුදුස්සාට සුදුසු - නිසි තැන දෙන බව මට විශ්වාසයි,POSITIVE,කොහොම වුණත් ජනතාව සුදුස්සාට සුදුසු නිසි තැන දෙන බව මට විශ්වාසයි,2
ඔබ වහන්සේට පේන්නේ නැද්ද උතුරේ වෙන දේවල්. කුරගල වගේ සිද්දීන් කතාකරන්නකෝ සමහර අන්තවාදීන්ගෙන් එල්ලවෙන බලපෑම් ගැන විධායකය ගැනම එල්ලිලා ඉන්නේ නැතිව. කට්ටියම පන්සලේ ඇතුලේ දාගෙන ආණ්ඩුවක් පෙරලා ගත්තා වගේ නෙමෙයි සිංහල ජාතියට බුද්ධ සාසනේට වෙන දේවල් ගැනත් කතා කරනකෝ.,NEUTRAL,ඔබ වහන්සේට පේන්නේ නැද්ද උතුරේ වෙන දේවල් කුරගල වගේ සිද්දීන් කතාකරන්නකෝ සමහර අන්තවාදීන්ගෙන් එල්ලවෙන බලපෑම් ගැන විධායකය ගැනම එල්ලිලා ඉන්නේ නැතිව කට්ටියම පන්සලේ ඇතුලේ දාගෙන ආණ්ඩුවක් පෙරලා ගත්තා වගේ නෙමෙයි සිංහල ජාතියට බුද්ධ සාසනේට වෙන දේවල් ගැනත් කතා කරනකෝ,1
දැන් අපි වගේ සාමාන්‍ය මිනිස්සු තේරුම් අරගෙන ඉන්නේ දේශපාලකයෝ පක්ෂ විපක්ෂ බේදයක් නැතුව එකට සම්බන්ධවෙලා ඉන්නේ කියලා.,NEUTRAL,දැන් අපි වගේ සාමාන්ය මිනිස්සු තේරුම් අරගෙන ඉන්නේ දේශපාලකයෝ පක්ෂ විපක්ෂ බේදයක් නැතුව එකට සම්බන්ධවෙලා ඉන්නේ කියලා,1
හොද ආණ්ඩුවක්.සහන වැඩිත් එක්ක !,POSITIVE,හොද ආණ්ඩුවක්සහන වැඩිත් එක්ක,2
විධායකයේ බලතල අඩුකරන්න වසර 25ක් ඔබ වහන්සේ කළ සටනට නවසීලන්ත සිංහලයන්ගේ නමස්කාරය,POSITIVE,විධායකයේ බලතල අඩුකරන්න වසර ක් ඔබ වහන්සේ කළ සටනට නවසීලන්ත සිංහලයන්ගේ නමස්කාරය,2
කොහොම හරි බලය ගනිල්ලා . අරගෙන ඔබලාම ඕන විදියට පාලනය කරන්න. ලංකාවේ මිනුසුන් හැමදාම ඔය කතන්දර අහනවා. ඔවුන් හැමදාම දුකෙන් . අනේ හාමුදුරුවනේ දේසපාලකයන්ට බන කියල වැඩක් නැ නේද ?,NEGATIVE,කොහොම හරි බලය ගනිල්ලා අරගෙන ඔබලාම ඕන විදියට පාලනය කරන්න ලංකාවේ මිනුසුන් හැමදාම ඔය කතන්දර අහනවා ඔවුන් හැමදාම දුකෙන් අනේ හාමුදුරුවනේ දේසපාලකයන්ට බන කියල වැඩක් නැ නේද,0
ඔබගේ අදහස් වලට ගරුකරනවා. ඔබ නියම මානවවාදියෙක්. ඕස්ට්‍රේලියාවේ අපි ඔබ සමඟයි,POSITIVE,ඔබගේ අදහස් වලට ගරුකරනවා ඔබ නියම මානවවාදියෙක් ඕස්ට්රේලියාවේ අපි ඔබ සමඟයි,2
ඔබ තුමාට කරන්න තියෙන්නේ දේශපාලනය නෙමෙයිනේ. පන්සලකට වෙලා ආගමික දෙයක් කරගෙන ඉන්න. ආගම නගා සිටු වීම වෙනුවෙන් කරපු එකක් කියන්න බලන්න?,NEGATIVE,ඔබ තුමාට කරන්න තියෙන්නේ දේශපාලනය නෙමෙයිනේ පන්සලකට වෙලා ආගමික දෙයක් කරගෙන ඉන්න ආගම නගා සිටු වීම වෙනුවෙන් කරපු එකක් කියන්න බලන්න,0
රට ගැන ආදරයක් තියෙන සියලුම දෙනා සෝභිත හාමුදුරුවන්ට උදව් කරන්න ඕනෑ. උන් වහන්සේ මේක පටන් ගත්තේ ඉතාම ඈත කාලෙක. කව්රුවත් ගණන් ගත්තේ නෑ. නමුත් උන් වහන්සේ ඒක අත ඇරියේ නෑ. දැන් ඒකෙ ප්‍රතිඵල හැමෝටම පෙන්න තියෙනවා. (දිල්) ,POSITIVE,රට ගැන ආදරයක් තියෙන සියලුම දෙනා සෝභිත හාමුදුරුවන්ට උදව් කරන්න ඕනෑ උන් වහන්සේ මේක පටන් ගත්තේ ඉතාම ඈත කාලෙක කව්රුවත් ගණන් ගත්තේ නෑ නමුත් උන් වහන්සේ ඒක අත ඇරියේ නෑ දැන් ඒකෙ ප්රතිඵල හැමෝටම පෙන්න තියෙනවා දිල්,2
එක සුදුස්සෙකුට සුදුසු තැන දුන්න කියල පත්තරේ තිබුනා. ජනාදිපති ගේ මල්ලි ට ටෙලිකොම් සභාපතිකම දුන්න කියලා.,NEUTRAL,එක සුදුස්සෙකුට සුදුසු තැන දුන්න කියල පත්තරේ තිබුනා ජනාදිපති ගේ මල්ලි ට ටෙලිකොම් සභාපතිකම දුන්න කියලා,1
"යහපාලනය තුල හොරු ඇල්ලීම දේශපාලකයාගේ කාර්ය නොවුවත්, ජනතාවගේ මතය කෙසේ හෝ හොරු ඇල්ලිය යුතුය යන්න නම් දේශපාලකයා විසින් ඒ මතය ගරු කල යුතුයි. මා සිතන ප්‍රජාතන්ත්‍රවාදය එයයි. ප්‍රජාතන්ත්‍රවාදය යනු වැඩි දෙනාගේ කැමැත්තයි.",NEUTRAL,යහපාලනය තුල හොරු ඇල්ලීම දේශපාලකයාගේ කාර්ය නොවුවත් ජනතාවගේ මතය කෙසේ හෝ හොරු ඇල්ලිය යුතුය යන්න නම් දේශපාලකයා විසින් ඒ මතය ගරු කල යුතුයි මා සිතන ප්රජාතන්ත්රවාදය එයයි ප්රජාතන්ත්රවාදය යනු වැඩි දෙනාගේ කැමැත්තයි,1
මේ ආණ්ඩුව කරන හොද හෝ නරකට හැමදේටම වග කියන්න ඕන . අනිත් අයට ඇගිල්ල දික්කරල ඒ වග කීමෙන් මිදෙන්න බැහැ. .,NEUTRAL,මේ ආණ්ඩුව කරන හොද හෝ නරකට හැමදේටම වග කියන්න ඕන අනිත් අයට ඇගිල්ල දික්කරල ඒ වග කීමෙන් මිදෙන්න බැහැ,1
ඔබ වහන්සේ හිතාගෙන ඇති මහින්ද පරද කරලා හරි ලොකු දෙයක් කර කියල. තමුන්ගේ ජාතියට වල කපපු ඔබ වහන්සේලාට අනාගත දරුවෝ මොනවා කියයිද,NEGATIVE,ඔබ වහන්සේ හිතාගෙන ඇති මහින්ද පරද කරලා හරි ලොකු දෙයක් කර කියල තමුන්ගේ ජාතියට වල කපපු ඔබ වහන්සේලාට අනාගත දරුවෝ මොනවා කියයිද,0
"අනේ මන්දා හාමුදුරුවනේ, රට යන්නේ කොහාටද කියලා දෙවියෝ තමයි දන්නේ",NEGATIVE,අනේ මන්දා හාමුදුරුවනේ රට යන්නේ කොහාටද කියලා දෙවියෝ තමයි දන්නේ,0
රටට වෙන්න යන සියළුමදේට සියළුම දෙනා වගකියන්න ඕනෑ,NEUTRAL,රටට වෙන්න යන සියළුමදේට සියළුම දෙනා වගකියන්න ඕනෑ,1
ඔබ වහන්සේට තිබුණු ලොකුම ප්‍රශ්නය විධායක ජනපතිකම නම් තාමත් ඒ පදවිය එහෙමම තිබෙනවා. ඒක අහෝසිකරන වගක් නම් පෙනෙන්න නැහැ.,NEUTRAL,ඔබ වහන්සේට තිබුණු ලොකුම ප්රශ්නය විධායක ජනපතිකම නම් තාමත් ඒ පදවිය එහෙමම තිබෙනවා ඒක අහෝසිකරන වගක් නම් පෙනෙන්න නැහැ,1
"ගෞරවනීය සෝභිත හිමියනි, ඔබවහන්සේ යන පාරේ දිගටම ගමන් කරන්න. එම මාර්ගය අවංක චේතනාවෙන් ,ජනතාවගේ සුබසිද්ධියට සහ අනාගතයේ දේශපාලනයට යහපතක් වෙන සුගන්ධවත් මාර්ගයක් බව අපිට පැහැදිලි වී හමාරයි.",POSITIVE,ගෞරවනීය සෝභිත හිමියනි ඔබවහන්සේ යන පාරේ දිගටම ගමන් කරන්න එම මාර්ගය අවංක චේතනාවෙන් ජනතාවගේ සුබසිද්ධියට සහ අනාගතයේ දේශපාලනයට යහපතක් වෙන සුගන්ධවත් මාර්ගයක් බව අපිට පැහැදිලි වී හමාරයි,2
"මව්බිම කොටි හිවලුන්ට පාවා දුන්දාට ගහන්න ඕන් මං නම් හොදට අතට අහුවෙන ගල්ගෙඩි අටක් දහයක් වෙන්කර තබා ගත්තා, පහුවෙන කොට හොයා ගන්න අමාරුවෙයි හිතලා.",NEUTRAL,මව්බිම කොටි හිවලුන්ට පාවා දුන්දාට ගහන්න ඕන් මං නම් හොදට අතට අහුවෙන ගල්ගෙඩි අටක් දහයක් වෙන්කර තබා ගත්තා පහුවෙන කොට හොයා ගන්න අමාරුවෙයි හිතලා,1
මටත් අහන්න තියෙනේ ජයසේකර මහත්තය අහපු දේම තමයි හාමුදුරුවනේ......!,NEUTRAL,මටත් අහන්න තියෙනේ ජයසේකර මහත්තය අහපු දේම තමයි හාමුදුරුවනේ,1
පිස්සුද ජයසේකර මහත්තයෝ..එහෙම රට දැය ආගම ගැන හිතපු සෝභිත හාමදුරුවෝ අපවත් වෙලා ගොඩක් කල් ..මේ ඉන්නේ එදා හිටපු සෝභිත හාමදුරුවෝ නෙමෙයි..රැවටෙන්න එපා,NEGATIVE,පිස්සුද ජයසේකර මහත්තයෝඑහෙම රට දැය ආගම ගැන හිතපු සෝභිත හාමදුරුවෝ අපවත් වෙලා ගොඩක් කල් මේ ඉන්නේ එදා හිටපු සෝභිත හාමදුරුවෝ නෙමෙයිරැවටෙන්න එපා,0
විධායක ජනාධිපති ධුරය අහෝසි කිරීමට බණ විතරක් අහලා හරියන්නේ නැහැ. ප්‍රවීණ දේශපාලන විශේෂඥයන්ගේ උපදෙස් විමසිය යුතුයි.නැත්නම් රට දෙකඩවිය හැකියි,NEGATIVE,විධායක ජනාධිපති ධුරය අහෝසි කිරීමට බණ විතරක් අහලා හරියන්නේ නැහැ ප්රවීණ දේශපාලන විශේෂඥයන්ගේ උපදෙස් විමසිය යුතුයිනැත්නම් රට දෙකඩවිය හැකියි,0
"හාමුදුරුවනේ, කෝ අහෝසි කරනවා කිව්ව විධායක ජනපතිකම?",NEUTRAL,හාමුදුරුවනේ කෝ අහෝසි කරනවා කිව්ව විධායක ජනපතිකම,1
විධායකය අහෝසි කිරීම හෝ බලතල අඩු කිරීම කල යුත්තේ ප්‍රවීන දේශපාලන විශේෂන්ඥයන්ගේ උපදෙස් මත මිස මෙතුමාගේ බණ මත නොවේ. රට දෙකඩ වීමේ අවදානම එදාට වඩා අද වැඩියි.,NEGATIVE,විධායකය අහෝසි කිරීම හෝ බලතල අඩු කිරීම කල යුත්තේ ප්රවීන දේශපාලන විශේෂන්ඥයන්ගේ උපදෙස් මත මිස මෙතුමාගේ බණ මත නොවේ රට දෙකඩ වීමේ අවදානම එදාට වඩා අද වැඩියි,0
මෙයා පන්සිල් පදවල තේරුම දන්නේ නැහැ,NEGATIVE,මෙයා පන්සිල් පදවල තේරුම දන්නේ නැහැ,0
දැන් වෙන්න තිබෙන දේවල් බොහොමයක් සිදුව අවසානයි,NEUTRAL,දැන් වෙන්න තිබෙන දේවල් බොහොමයක් සිදුව අවසානයි,1
අද සිංහලයා අමාරුවේ වැටිලා. කවදාහරි තමන්ගේ හෘද සාක්ෂියට උත්තර දෙන්න වෙයි,NEUTRAL,අද සිංහලයා අමාරුවේ වැටිලා කවදාහරි තමන්ගේ හෘද සාක්ෂියට උත්තර දෙන්න වෙයි,1
දැන්නම් අපිට මේ කතා ඇතිවෙලා හාමුදුරුවනේ!,NEGATIVE,දැන්නම් අපිට මේ කතා ඇතිවෙලා හාමුදුරුවනේ,0
"පිවිතුරු යහපාල,තමුන්ට ඔය වගේ කරන්න වෙනවා තව අවුරුදු 20 ක් විතර. මොකද තමුන් බලාපොරොත්තු වුණාට මහින්දට ආයෙත් බලයට එන්න කවුරුවත් දෙන්නේ නැහැ.",NEUTRAL,පිවිතුරු යහපාලතමුන්ට ඔය වගේ කරන්න වෙනවා තව අවුරුදු ක් විතර මොකද තමුන් බලාපොරොත්තු වුණාට මහින්දට ආයෙත් බලයට එන්න කවුරුවත් දෙන්නේ නැහැ,1
අනේ හාමුදුරුවනේ! ඔබ වහන්සේ ආණ්ඩු පෙරලන්න මුලික උනා වගේම මේ විනාශ වීගෙන යන සිංහල බෞද්ධ අයිතීන් සහ උරුමයන් ආරක්ෂා කර දෙන්නත් මුලික වනවානම් තමයි හොඳ.. නැතිනම් අර කලින් කොමෙන්ට්ස් වල තියන විදිහට මේ ඉන්නේ කලින් හිටපු සෝභිත හාමුදුරුවෝ නෙමෙයි කියලා තමයි හිතන්න වෙන්නේ. අටසිය පහළොව නැවත ප්‍රතිනිර්මාණය වෙමින් පවතින බවයි පෙනෙන්නේ. අපේ සමහර අය යහපාලනේට ගිනිකන වැටිලයි ඉන්නේ,NEUTRAL,අනේ හාමුදුරුවනේ ඔබ වහන්සේ ආණ්ඩු පෙරලන්න මුලික උනා වගේම මේ විනාශ වීගෙන යන සිංහල බෞද්ධ අයිතීන් සහ උරුමයන් ආරක්ෂා කර දෙන්නත් මුලික වනවානම් තමයි හොඳ නැතිනම් අර කලින් කොමෙන්ට්ස් වල තියන විදිහට මේ ඉන්නේ කලින් හිටපු සෝභිත හාමුදුරුවෝ නෙමෙයි කියලා තමයි හිතන්න වෙන්නේ අටසිය පහළොව නැවත ප්රතිනිර්මාණය වෙමින් පවතින බවයි පෙනෙන්නේ අපේ සමහර අය යහපාලනේට ගිනිකන වැටිලයි ඉන්නේ,1
"ඇත්තටම හාමුදුරුවනේ, වී වලට සහතික මිලක් ලැබුනද?",NEUTRAL,ඇත්තටම හාමුදුරුවනේ වී වලට සහතික මිලක් ලැබුනද,1
සමන් මහත්තයෝ වැඩිය ඉදිමෙන්න එපා.. පිපිරේවි..අටලෝ දහම කැරකෙන්න වසර ගණන් යන්නේ නැහැ..දින 100 ත් ඇති.,NEUTRAL,සමන් මහත්තයෝ වැඩිය ඉදිමෙන්න එපා පිපිරේවිඅටලෝ දහම කැරකෙන්න වසර ගණන් යන්නේ නැහැදින ත් ඇති,1
ඇතැම් දෙමාපියන් තමන්ගේ දරුවන්ට මෙවැනි දේ කරන්නේ ඇයි. මේ වගේ අයට රජය දැඩි දඩුවම් දිය යුතුයි.,NEGATIVE,ඇතැම් දෙමාපියන් තමන්ගේ දරුවන්ට මෙවැනි දේ කරන්නේ ඇයි මේ වගේ අයට රජය දැඩි දඩුවම් දිය යුතුයි,0
මට දුන්නනම් මම හදාගන්නවා. පව් දෙයියනේ.,NEUTRAL,මට දුන්නනම් මම හදාගන්නවා පව් දෙයියනේ,1
ආසියාවේ ආශ්චර්යය ශ්‍රී ලංකාවයි.,POSITIVE,ආසියාවේ ආශ්චර්යය ශ්රී ලංකාවයි,2
ගෙදර බුදුන් අම්මා ! ලෝක විනාශේ........... !!!!,NEUTRAL,ගෙදර බුදුන් අම්මා ලෝක විනාශේ,1
දින තුනකින් හරි පනපිටින් සොයා ගත්තු එක ලොකු දෙයක්,POSITIVE,දින තුනකින් හරි පනපිටින් සොයා ගත්තු එක ලොකු දෙයක්,2
මෙවැනි දරුවන් බලාගැනීම තමා ප්‍රේම් ළමා නිවාසේ කළේ. පිස්සෝ ටිකක් එයටත් අකුල් හෙලලා බොරු ෂෝ එකක් දැම්මා.,NEUTRAL,මෙවැනි දරුවන් බලාගැනීම තමා ප්රේම් ළමා නිවාසේ කළේ පිස්සෝ ටිකක් එයටත් අකුල් හෙලලා බොරු ෂෝ එකක් දැම්මා,1
ජාති ජාතිත් මෙවැනි ගැහැණුන්ට දරුවන් නොලැබේවා. !,NEGATIVE,ජාති ජාතිත් මෙවැනි ගැහැණුන්ට දරුවන් නොලැබේවා,0
වාසනාවන්ත පුතෙක් අපරාදය කලවුන්ට නියම දඩුවම් ලැබේවා. !,NEGATIVE,වාසනාවන්ත පුතෙක් අපරාදය කලවුන්ට නියම දඩුවම් ලැබේවා,0
රාගයේ ප්‍රතිඵල විදින්න අමාරු ඇති.,NEUTRAL,රාගයේ ප්රතිඵල විදින්න අමාරු ඇති,1
මෙහෙම කළ එවුන්ව පණපිටින් පුච්චන්න ඕනේ.,NEGATIVE,මෙහෙම කළ එවුන්ව පණපිටින් පුච්චන්න ඕනේ,0
මේක ඔපපාතික උපතක් වෙන්න පුලුවන් සමහර විට,NEUTRAL,මේක ඔපපාතික උපතක් වෙන්න පුලුවන් සමහර විට,1
මේවා කරන අයට මිරිස් අඹරන්න ඕනෑ. කිරිසප්පයන්ට කරන අපරාධ .,NEGATIVE,මේවා කරන අයට මිරිස් අඹරන්න ඕනෑ කිරිසප්පයන්ට කරන අපරාධ,0
හදන්න බැරිනම් අපිට දීපල්ලකෝ තැන් තැන් වල දන්නේ පව්කාරයෝ,NEGATIVE,හදන්න බැරිනම් අපිට දීපල්ලකෝ තැන් තැන් වල දන්නේ පව්කාරයෝ,0
මාතර හෝටල් වල කාමර හැමදාම පිරිලා. පාසල් යන ළමයි ඕන තරම් ඉන්නවා. හොයන්න බලන්න කවුරුත් නැහැ. ඒවයේ ප්‍රතිඵල තමයි මේ.,NEUTRAL,මාතර හෝටල් වල කාමර හැමදාම පිරිලා පාසල් යන ළමයි ඕන තරම් ඉන්නවා හොයන්න බලන්න කවුරුත් නැහැ ඒවයේ ප්රතිඵල තමයි මේ,1
අපි ලක්ෂ ගාණක් වියදම් කළා දරුවෙක් හදාගන්න. ඒත් තවම දෙවියන් අපේ මූණ බැලුවේ නැහැ. දරුවන්ට මෙහෙම කරන්න එපා අම්මේ. ඔයාටත් අපිට වුණු දේ වුණානම් තේරේවි දරුවන් නැති දුක.,NEUTRAL,අපි ලක්ෂ ගාණක් වියදම් කළා දරුවෙක් හදාගන්න ඒත් තවම දෙවියන් අපේ මූණ බැලුවේ නැහැ දරුවන්ට මෙහෙම කරන්න එපා අම්මේ ඔයාටත් අපිට වුණු දේ වුණානම් තේරේවි දරුවන් නැති දුක,1
උපත් පාලනය ගැන උගන්නවන්න යනකොට සංස්කෘතිකයේ සදාචාරයේ අයිතිකාරයෝ විරුද්ධ වීමේ ප්‍රතිඵල තමයි මේ.,NEGATIVE,උපත් පාලනය ගැන උගන්නවන්න යනකොට සංස්කෘතිකයේ සදාචාරයේ අයිතිකාරයෝ විරුද්ධ වීමේ ප්රතිඵල තමයි මේ,0
